"";"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj"
"TrB0439C";40,9011854067633;-5,93459034329883;0,760614169591518;6,07554484966937e-15;9,93833239145288e-14
"TrF0252W";65,0324249579275;-5,93336958322029;0,8966120160149;3,66120422898525e-12;4,5524759028671e-11
"TrA0967C";494,277038098548;-5,91333775717509;0,510339445060392;5,09192245381116e-32;2,50272792305247e-30
"TrD0144W";14,6426362535099;-5,90974472371919;1,33644084694717;3,92710649895728e-07;2,54797320791624e-06
"TrB1901C";4,36074790668955;-5,90161526955198;2,64189467648234;4,92604293053596e-05;0,000219168946781318
"TrA0355W";322,123839534248;-5,86794920772266;1,19777061905493;4,0803192029025e-08;3,0854082796984e-07
"TrB0073C";403,011028988594;-5,86554208996179;0,493737788353101;8,86345974917396e-34;4,57214111813825e-32
"TrE0431W";64,2083252108193;-5,85842648347061;0,647068287325597;9,6720549511923e-20;2,28532454855836e-18
"TrF0126W";15,1004877225267;-5,83869970712325;2,64783551307539;6,41238962036025e-05;0,000278172772040607
"TrB1271C";2015,81727574278;-5,83477905437034;0,388598887677891;3,0723503825657e-52;3,47977075938419e-50
"TrG1184C";375,269361533102;-5,83458916548912;0,683294468750351;7,76299051645795e-19;1,72107151449983e-17
"TrA1895C";94,1362678566474;-5,81663968888026;0,561312887441428;1,87921492870207e-25;6,31658695389535e-24
"TrB0865C";92,8203162434415;-5,80294274507664;0,486223113096755;7,49324379931348e-33;3,77196137144186e-31
"TrB0737W";231,322177825421;-5,80143487090964;0,632664529846463;4,48257725946642e-21;1,15045455772513e-19
"TrA1964C";16,9585355554341;-5,79918411238697;1,31457198308354;4,76688053204888e-07;3,04729418061039e-06
"TrG0133W";178,227918147412;-5,76862131696776;0,965209262049467;2,57410846507988e-10;2,59905137656322e-09
"TrF0497W";9,4763018053906;-5,76249227215918;2,61804900379465;6,33452121920349e-05;0,000275253173912012
"TrD1102C";103,829112652615;-5,75124236903325;0,672006214318997;1,49690784120077e-18;3,23605388077013e-17
"TrF1189C";79,8795723540036;-5,74508873638564;1,01915499158608;9,23998966311438e-10;8,81691321333808e-09
"TrF1119W";4,4916633214426;-5,74195086457084;2,72449863171915;0,000149193646777495;0,000599305242645142
"TrD0073C";88,6788015037119;-5,72246322685471;0,934421613171184;1,43057313624885e-10;1,47882659520963e-09
"TrB1218W";353,303285928221;-5,71928657705159;1,2266535958289;1,32189608278177e-07;9,21965005527849e-07
"TrA1123C";42,3273951562426;-5,67999619985421;0,880617180510644;1,18139124459374e-11;1,39714195533568e-10
"TrC0085W";5,82419837839024;-5,6655290396511;2,86649485503173;0,000374383707028488;0,00137458711319128
"TrD1382C";175,452994089855;-5,66291744616455;0,457487084518909;1,73529852807701e-36;9,88077085385927e-35
"TrC1558C";6,63769161592156;-5,64278966317466;2,50067411021796;2,97065794886087e-05;0,000138710050580869
"TrF0466W";34,1421882819716;-5,62853976180802;0,970157893727754;2,90909834889609e-09;2,62221494770738e-08
"TrE1081C";130,411786687365;-5,61542244263156;0,654282097988034;5,72206019952922e-19;1,2905598978159e-17
"TrG0015C";691,668901176543;-5,60678816659187;2,67461072480899;0,000424502139705095;0,00153961444334392
"TrG0016W";1173,12262700443;-5,60480545497535;1,34464940159918;1,14786149406031e-06;6,90971505956581e-06
"TrB1936W";196,369369451824;-5,5631253509593;1,18830642759756;1,30076062418556e-07;9,09049342992189e-07
"TrD0075C";93,2021478361778;-5,53190976756656;0,90597358698303;8,82296289099387e-11;9,32406423165884e-10
"TrA0228W";740,792844992131;-5,51211338053375;0,7042920208541;2,77687332968646e-16;5,08524079004094e-15
"TrG0113W";364,926596391152;-5,50067363046309;0,428306401742064;8,03781517390026e-39;5,0454237416892e-37
"TrG1029C";26,9075380746826;-5,48647475942408;0,86869615964682;6,35994700923435e-11;6,83907614408895e-10
"TrD0196W";3,60725134136312;-5,48176706395761;2,78593046626691;0,000371441532981302;0,00136426534143996
"TrC0162C";48,8221466863541;-5,48034417740936;0,707233724752078;3,22283892052873e-15;5,39036622021017e-14
"TrC0020W";29,241693339352;-5,48033110103798;0,925108851810832;3,62721953776069e-10;3,60301502225609e-09
"TrD0200W";23,1981824210474;-5,473026895996;1,161280582308;3,69354368952611e-07;2,40241730617116e-06
"TrA0037W";588,405333185485;-5,44728876510112;1,30092434190766;1,13761102364821e-06;6,86387195507489e-06
"TrC0087C";404,741847311571;-5,44162751257979;0,779450120922272;1,59196497059176e-13;2,33967207243528e-12
"TrD0976W";24,7927576252575;-5,42803892616615;1,26576974032052;4,35885668360441e-06;2,37424394370925e-05
"TrC0314C";9,49356701553563;-5,41740202545627;1,39867932292529;5,67504983126527e-06;3,03874713472683e-05
"TrG0858C";268,304586472313;-5,40029842871513;0,453556779578464;7,28749704655529e-34;3,777896478861e-32
"TrD0298C";682,616333414726;-5,37758481515362;0,250022739162171;9,2801992936807e-104;3,71921833231357e-101
"TrG0817C";46,9158558749947;-5,35722605352742;0,861725885297259;1,04474130335662e-10;1,09629449959476e-09
"TrA1549W";15,2393073228748;-5,3403050382581;1,0413788180165;2,50321939073486e-07;1,67309467937507e-06
"TrA0539W";3,31445021114336;-5,33604541364892;2,80183158417081;0,000523404963476993;0,00185885471009893
"TrC0397C";186,126853080726;-5,3314701090466;0,672125681034358;1,47248563055086e-16;2,76455860726846e-15
"TrB0870C";49,9257618376527;-5,30437966415517;0,81042170728207;9,52633801672669e-12;1,13966064448097e-10
"TrD1348C";6,49873697202999;-5,3015111498574;2,51748373721784;0,000112356321381082;0,000464400185954335
"TrG0179W";20,8200703129167;-5,30063652950262;0,892698753182926;8,36829226196016e-10;8,02924542998387e-09
"TrB0225W";102,681178811972;-5,2879085850044;0,955960388908326;1,96221972027128e-09;1,80143872116535e-08
"TrE0009C";179,406508074964;-5,28556182563649;0,575118981361627;3,03289554636651e-21;7,88500729986709e-20
"TrF0393W";103,678875935474;-5,28477066192636;0,818567544386533;7,87735178966198e-12;9,50023213521734e-11
"TrG0152C";115,280763077206;-5,24328130660173;0,813323901398714;8,87030869003575e-12;1,06484581279001e-10
"TrF0382C";3,81357883652516;-5,22385630541954;2,61288292766203;0,000263267194028579;0,00100485134131055
"TrF0236C";5,25774035970087;-5,21487534576043;2,60416300261251;0,00026346246361015;0,00100522844043126
