"";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"TrE0659C";14866,4633130707;-6,62778458744282;0,411203213686713;-16,1180272109751;1,90597218578334e-58;2,72292930486773e-56
"TrF0239C";16,3945917811718;-6,61773855451997;1,27516070870326;-5,18972903521289;2,10600318217317e-07;1,42898550337567e-06
"TrD1290C";24,5095408415928;-6,60721032831717;1,2385482333668;-5,33464111474812;9,57337123835843e-08;6,83842245340915e-07
"TrC0021C";4,91107274391629;-6,60542286381589;1,67778997842577;-3,93697837557332;8,25140393599843e-05;0,00035052501689828
"TrB1089W";58,0162955015603;-6,59839333987195;0,903629816734333;-7,30209784767635;2,83315103727967e-13;4,04752495449174e-12
"TrE0190W";238,021148438072;-6,59481032593742;0,559573213911263;-11,7854288982875;4,64051860107714e-32;2,29364779576462e-30
"TrC1552C";13328,823487061;-6,58980480886019;0,611454026471631;-10,77726946519;4,40776015428115e-27;1,63008973932617e-25
"TrB0408W";6,89237159902384;-6,5702628979103;1,57193765686289;-4,17972231228467;2,91865272385574e-05;0,00013649609532328
"TrD0003W";26,6035725555744;-6,56744244724489;1,16023376442716;-5,66044761719844;1,50978669751028e-08;1,22343166032126e-07
"TrD1300W";7243,46250513376;-6,55961077299743;0,330807865208618;-19,8290653363418;1,67116260930974e-87;4,84126523680312e-85
"TrF0197C";5,62410887492084;-6,55705444591897;1,86055164955845;-3,52425284591003;0,000424678793825792;0,00153890727616719
"TrA0159C";11,0188604480415;-6,54750458130209;1,41114391211474;-4,63985602396145;3,48651996760266e-06;1,93718256484433e-05
"TrD0682C";16,7264284523014;-6,54120981816278;1,48301377865636;-4,41075458118079;1,03011016951018e-05;5,25074240362738e-05
"TrE0072W";5398,27441250383;-6,53613391041896;0,51156691824229;-12,7766938739446;2,21277301525163e-37;1,31119373727609e-35
"TrA2147C";8,85132089814318;-6,52621509983549;1,43992169269163;-4,53234028833617;5,83337780381363e-06;3,10865084905326e-05
"TrC0133W";30,0894282859647;-6,50720329185302;1,21385850647535;-5,36075931184748;8,28728731979665e-08;5,97704837193356e-07
"TrA1961C";188,145732229355;-6,48196526650455;0,552762420584643;-11,7264941050962;9,32411845495584e-32;4,4200559712152e-30
"TrG0819C";13,7894239908413;-6,45336225943803;1,31790860845977;-4,89666902394699;9,74748086936368e-07;5,92749142778973e-06
"TrF0465C";56,8723575106191;-6,44701788918246;0,91106962296973;-7,07631746975353;1,48035516476503e-12;1,92261818347876e-11
"TrB0430C";13,1409711392758;-6,44524999724537;1,37379207585082;-4,69157604745514;2,71108463049275e-06;1,53412379877422e-05
"TrA1877C";123,090673531953;-6,44079341790499;0,688955891433256;-9,34862956829647;8,87906781214882e-21;2,23671010176087e-19
"TrG1186W";4,3975366380375;-6,43959122188853;1,66614114134698;-3,86497341796776;0,00011110129882125;0,000459974372928468
"TrB1902C";567,09167977521;-6,43725390283084;0,464901369522721;-13,8464937400367;1,33574833973217e-43;1,10559678056085e-41
"TrD0144W";14,6426362535099;-6,41207829282757;1,26409685315351;-5,07245807695154;3,92709669293461e-07;2,54699573449099e-06
"TrD0190C";552,468699415645;-6,4023327984546;0,472800919525032;-13,5412866897261;8,92124509441013e-42;6,59855780777328e-40
"TrA1955C";229,168001702564;-6,39507648891872;0,663808934849026;-9,63391143623759;5,74981704366937e-22;1,59480962628798e-20
"TrF0255C";225,868678897325;-6,36637313578256;1,82129489281665;-3,49552022623689;0,000473138591938204;0,00169624007401978
"TrA0355W";322,123839534248;-6,31677326692473;1,15115317026689;-5,48734384796093;4,08022424266862e-08;3,08352598744863e-07
"TrE1035W";68,7681408829538;-6,30925255794486;0,717532718835077;-8,79298238579002;1,45641312531766e-18;3,15123080579625e-17
"TrA1909W";412,038617243145;-6,28950660947956;0,497300698025922;-12,6472909337274;1,15799261857953e-36;6,67221271777123e-35
"TrD0967W";102,079406762494;-6,28812355503568;0,643958684712623;-9,76479346317359;1,59436536125107e-22;4,55551680890067e-21
"TrA1964C";16,9585355554341;-6,28811906933147;1,24876618738669;-5,03546551215539;4,76688951755557e-07;3,04619428790362e-06
"TrB1809W";748,977696014086;-6,28187271395813;0,424981643635607;-14,7815154090383;1,9277938957698e-49;1,97107475872385e-47
"TrD0234C";39,6684368674286;-6,24122696793298;0,966603939135272;-6,45686068020415;1,06897222046282e-10;1,12043329519666e-09
"TrD1138W";160,758582939881;-6,19796978903996;0,726107014865888;-8,53589025053659;1,39080333809521e-17;2,77867586455843e-16
"TrB1218W";353,303285928221;-6,19439478274529;1,1741174442145;-5,27578805107474;1,32186796622491e-07;9,21508089556123e-07
"TrF0252W";65,0324249579275;-6,19296893827296;0,891115751511208;-6,94967957616118;3,66116816230444e-12;4,55093239149857e-11
"TrG0016W";1173,12262700443;-6,178337364956;1,2701028002298;-4,86443881852569;1,14782004357879e-06;6,90745252999608e-06
"TrE1138C";610,400176315688;-6,1772193985506;0,453273025022701;-13,6280322400417;2,7283815329679e-42;2,10437451969064e-40
"TrB0576W";5044,83850288689;-6,17070173463511;0,227504328521727;-27,1234476052872;5,20976859558242e-162;6,79158458541613e-159
"TrC1428W";6,56863296445059;-6,15115841720128;1,49807448134131;-4,10604311989468;4,02494378467293e-05;0,000182584335495233
